name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;487;0;808;3045;1093;3045;1093;0
header;255;155;255;195;1876;195;1876;155
A;1056;213;1056;240;1076;240;1076;213
B;1026;404;1026;422;1040;422;1040;404
D;744;628;744;646;757;646;757;628
B;1027;718;1027;736;1042;736;1042;718
B;1055;878;1055;905;1078;905;1078;878
A;657;1167;657;1181;664;1181;664;1167
A;681;1176;681;1192;690;1192;690;1176
B;705;1312;705;1331;719;1331;719;1312
C;1055;1543;1055;1572;1076;1572;1076;1543
A;920;1784;920;1784;920;1784;920;1784
A;735;1941;735;1955;746;1955;746;1941
A;725;2207;725;2207;725;2207;725;2207
D;1060;2207;1060;2233;1082;2233;1082;2207
A;909;2223;909;2238;917;2238;917;2223
C;897;2874;897;2899;921;2899;921;2874
